"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27","COL28","COL29","COL30","COL31","COL32","COL33","COL34","COL35","COL36","COL37","COL38","COL39","COL40","COL41","COL42","COL43","COL44","COL45","COL46","COL47","COL48","COL49","COL50","COL51","COL52","COL53","COL54","COL55","COL56","COL57","COL58","COL59","COL60","COL61","COL62","COL63","COL64","COL65","COL66","COL67","COL68","COL69","COL70","COL71","COL72","COL73","COL74","COL75","COL76","COL77","COL78","COL79","COL80","COL81","COL82","COL83","COL84","COL85","COL86","COL87","COL88","COL89","COL90","COL91","COL92","COL93","COL94","COL95","COL96","COL97","COL98","COL99","COL100","COL101","COL102","COL103","COL104","COL105","COL106","COL107","COL108","COL109","COL110","COL111","COL112","COL113","COL114","COL115","COL116","COL117","COL118","COL119","COL120","COL121","COL122","COL123","COL124","COL125","COL126","COL127","COL128","COL129","COL130","COL131","COL132","COL133","COL134","COL135","COL136","COL137","COL138","COL139","COL140","COL141","COL142","COL143","COL144","COL145","COL146","COL147"
"59150025",645.00,20.00,15.00,0.00,20.00,0.00,0.00,0.00,625.00,645.00,0.00,645.00,645.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,25.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,620.00,645.00,75.00,0.00,40.00,0.00,0.00,0.00,10.00,0.00,30.00,0.00,0.00,0.00,0.00,570.00,325.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,320.00,320.00,0.00,325.00,325.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,320.00,320.00,35.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,285.00,320.00,15.00,15.00,0.00,15.00,0.00,0.00,0.00,305.00,320.00,0.00,320.00,320.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,305.00,320.00,40.00,0.00,15.00,0.00,0.00,0.00,10.00,0.00,20.00,0.00,0.00,0.00,0.00,280.00
"59150027",625.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,625.00,630.00,0.00,625.00,625.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,625.00,625.00,75.00,10.00,35.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,555.00,270.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,265.00,270.00,0.00,270.00,270.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,270.00,265.00,40.00,0.00,15.00,0.00,0.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,235.00,360.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,360.00,360.00,0.00,365.00,360.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,355.00,360.00,40.00,10.00,20.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,320.00
"59150028",480.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,485.00,485.00,0.00,485.00,485.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,480.00,485.00,145.00,20.00,55.00,0.00,0.00,10.00,0.00,0.00,45.00,10.00,0.00,0.00,0.00,340.00,220.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,215.00,215.00,0.00,215.00,215.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,215.00,215.00,55.00,10.00,15.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,10.00,165.00,265.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,270.00,270.00,0.00,265.00,270.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,265.00,270.00,90.00,15.00,40.00,0.00,0.00,0.00,0.00,0.00,25.00,10.00,0.00,0.00,0.00,175.00
"59150029",420.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,420.00,420.00,0.00,420.00,420.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,415.00,420.00,75.00,25.00,25.00,0.00,0.00,0.00,0.00,0.00,15.00,15.00,0.00,0.00,0.00,345.00,220.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,220.00,220.00,0.00,225.00,220.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,220.00,220.00,40.00,15.00,10.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,180.00,195.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00,200.00,0.00,195.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,195.00,195.00,40.00,10.00,15.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,160.00
"59150030",555.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,555.00,555.00,0.00,560.00,560.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,555.00,555.00,175.00,10.00,90.00,0.00,0.00,0.00,0.00,0.00,55.00,0.00,0.00,0.00,10.00,385.00,265.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,270.00,265.00,0.00,265.00,270.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,260.00,265.00,85.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,0.00,0.00,10.00,175.00,295.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,290.00,290.00,0.00,290.00,290.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,290.00,290.00,85.00,10.00,45.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,205.00
"59150031",645.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,645.00,645.00,0.00,645.00,645.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,30.00,15.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,620.00,645.00,315.00,45.00,105.00,0.00,25.00,10.00,20.00,0.00,100.00,15.00,0.00,0.00,10.00,330.00,310.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,310.00,310.00,0.00,315.00,310.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,15.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,310.00,150.00,15.00,60.00,0.00,15.00,0.00,10.00,0.00,50.00,0.00,0.00,0.00,0.00,160.00,335.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,335.00,335.00,0.00,335.00,335.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,325.00,335.00,165.00,30.00,50.00,0.00,15.00,10.00,15.00,0.00,50.00,10.00,0.00,0.00,0.00,170.00
"59150032",405.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,405.00,400.00,0.00,405.00,400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00,405.00,80.00,0.00,50.00,0.00,10.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,325.00,215.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,215.00,220.00,0.00,215.00,215.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,220.00,215.00,40.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,175.00,185.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,190.00,190.00,0.00,185.00,190.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,190.00,185.00,40.00,0.00,20.00,0.00,10.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,150.00
"59150033",460.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,460.00,465.00,0.00,460.00,460.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,15.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,450.00,465.00,130.00,10.00,55.00,0.00,15.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,15.00,335.00,210.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,210.00,205.00,0.00,210.00,210.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,205.00,210.00,45.00,0.00,25.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,10.00,160.00,255.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,255.00,250.00,0.00,255.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,245.00,255.00,80.00,10.00,35.00,0.00,15.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,15.00,175.00
"59150034",445.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,445.00,445.00,0.00,445.00,445.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,445.00,445.00,80.00,0.00,75.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,365.00,210.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,210.00,210.00,0.00,210.00,210.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,205.00,205.00,35.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,170.00,235.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,235.00,240.00,0.00,240.00,235.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,235.00,235.00,45.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,195.00
"59150035",905.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,900.00,905.00,0.00,905.00,905.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,900.00,905.00,585.00,15.00,285.00,0.00,30.00,0.00,0.00,0.00,220.00,25.00,0.00,0.00,0.00,320.00,440.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,440.00,445.00,0.00,440.00,445.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,440.00,445.00,255.00,10.00,125.00,0.00,10.00,0.00,0.00,0.00,105.00,10.00,0.00,0.00,0.00,185.00,460.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,460.00,460.00,0.00,460.00,460.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,455.00,460.00,330.00,0.00,165.00,0.00,25.00,0.00,0.00,0.00,115.00,20.00,0.00,0.00,0.00,130.00
"59150036",470.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,465.00,470.00,0.00,470.00,465.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,15.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,455.00,470.00,200.00,0.00,135.00,0.00,0.00,10.00,0.00,0.00,25.00,20.00,0.00,0.00,10.00,265.00,225.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,220.00,225.00,0.00,220.00,220.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,215.00,220.00,115.00,0.00,65.00,0.00,0.00,10.00,0.00,0.00,15.00,15.00,0.00,0.00,10.00,110.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,245.00,245.00,0.00,250.00,245.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,240.00,245.00,90.00,0.00,70.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,155.00
"59150037",365.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,360.00,360.00,10.00,360.00,365.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,360.00,360.00,195.00,15.00,90.00,0.00,0.00,0.00,0.00,0.00,65.00,25.00,0.00,0.00,0.00,160.00,155.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,155.00,155.00,0.00,150.00,150.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,150.00,155.00,70.00,10.00,25.00,0.00,0.00,0.00,0.00,0.00,25.00,15.00,0.00,0.00,0.00,85.00,210.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,205.00,210.00,10.00,205.00,210.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,205.00,210.00,130.00,10.00,65.00,0.00,0.00,0.00,0.00,0.00,40.00,15.00,0.00,0.00,0.00,80.00
"59150038",445.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,450.00,445.00,0.00,445.00,445.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,445.00,445.00,95.00,0.00,55.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,350.00,220.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,215.00,215.00,0.00,220.00,215.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,220.00,220.00,35.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,175.00,230.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,230.00,225.00,0.00,225.00,230.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,225.00,230.00,55.00,0.00,35.00,0.00,10.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,170.00
"59150039",390.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,385.00,385.00,0.00,385.00,390.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,385.00,390.00,135.00,0.00,80.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,15.00,0.00,0.00,255.00,180.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,175.00,180.00,0.00,175.00,180.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,180.00,180.00,45.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,140.00,205.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,210.00,210.00,0.00,210.00,210.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,210.00,205.00,90.00,0.00,55.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,10.00,0.00,0.00,115.00
"59150040",355.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,355.00,355.00,0.00,355.00,355.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,350.00,355.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,325.00,110.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,105.00,105.00,0.00,105.00,110.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,110.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,245.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,245.00,250.00,0.00,250.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250.00,245.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,230.00
"59150041",440.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,440.00,440.00,0.00,440.00,440.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,435.00,440.00,145.00,20.00,95.00,0.00,10.00,0.00,0.00,0.00,10.00,15.00,0.00,0.00,0.00,295.00,230.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,230.00,225.00,0.00,225.00,230.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,230.00,230.00,80.00,15.00,55.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,150.00,210.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,210.00,210.00,0.00,215.00,215.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,205.00,215.00,60.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,150.00
"59150042",380.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,375.00,375.00,0.00,380.00,375.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,370.00,380.00,110.00,0.00,35.00,0.00,0.00,10.00,0.00,0.00,55.00,0.00,15.00,0.00,0.00,270.00,155.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,150.00,155.00,0.00,150.00,155.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,150.00,155.00,40.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,110.00,225.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,220.00,220.00,0.00,220.00,220.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,215.00,225.00,65.00,0.00,20.00,0.00,0.00,10.00,0.00,0.00,30.00,0.00,10.00,0.00,0.00,155.00
"59150043",500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,495.00,500.00,0.00,500.00,500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,495.00,500.00,110.00,10.00,35.00,0.00,0.00,10.00,0.00,0.00,45.00,0.00,10.00,0.00,0.00,390.00,220.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,215.00,220.00,0.00,215.00,215.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,215.00,220.00,65.00,0.00,20.00,0.00,0.00,15.00,10.00,0.00,30.00,0.00,0.00,0.00,0.00,150.00,285.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,285.00,280.00,0.00,285.00,285.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,280.00,285.00,35.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,245.00
"59150044",500.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,495.00,500.00,0.00,500.00,505.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,490.00,505.00,255.00,0.00,95.00,0.00,0.00,0.00,0.00,0.00,105.00,20.00,15.00,0.00,0.00,245.00,255.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,255.00,255.00,0.00,255.00,255.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250.00,255.00,150.00,0.00,50.00,0.00,0.00,10.00,0.00,0.00,65.00,10.00,15.00,0.00,0.00,110.00,245.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,245.00,240.00,0.00,240.00,240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,245.00,245.00,100.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,40.00,10.00,10.00,0.00,0.00,140.00
"59150045",640.00,10.00,0.00,0.00,0.00,0.00,0.00,10.00,635.00,640.00,10.00,635.00,635.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,640.00,640.00,215.00,10.00,40.00,0.00,35.00,0.00,0.00,0.00,90.00,10.00,10.00,10.00,10.00,425.00,255.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,260.00,255.00,0.00,260.00,260.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,255.00,260.00,65.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,10.00,0.00,0.00,0.00,190.00,385.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,375.00,380.00,0.00,375.00,380.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,385.00,380.00,145.00,0.00,40.00,0.00,25.00,10.00,0.00,0.00,50.00,10.00,0.00,0.00,10.00,235.00
"59150046",445.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,450.00,450.00,0.00,450.00,450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,445.00,450.00,175.00,0.00,55.00,0.00,0.00,10.00,0.00,0.00,80.00,0.00,10.00,0.00,10.00,275.00,190.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,190.00,185.00,0.00,190.00,185.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,185.00,185.00,85.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,0.00,0.00,10.00,105.00,260.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,260.00,260.00,0.00,260.00,260.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,260.00,260.00,90.00,0.00,30.00,0.00,10.00,10.00,0.00,0.00,40.00,10.00,0.00,0.00,0.00,170.00
"59150047",450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,450.00,450.00,0.00,450.00,450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,445.00,450.00,165.00,0.00,75.00,0.00,0.00,0.00,0.00,0.00,65.00,15.00,0.00,0.00,0.00,285.00,175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,170.00,175.00,0.00,175.00,175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,175.00,175.00,55.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,120.00,275.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,275.00,275.00,0.00,280.00,275.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,275.00,275.00,105.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,45.00,15.00,0.00,0.00,0.00,170.00
