SERIALNO,DVISION,SPORDER,PUMA,REGION,AGE,SEX,RACE,PWGTP1
2018GQ0018130,5,1,51186,3,10_19,f,black.aa,6
2018GQ0018158,5,1,51115,3,30_39,m,white,21
2018GQ0018161,5,1,51235,3,10_19,f,black.aa,74
2018GQ0018328,5,1,51115,3,50_59,m,white,2
2018GQ0018351,5,1,51154,3,10_19,f,black.aa,35
2018GQ0018396,5,1,51105,3,40_49,m,white,14
2018GQ0018437,5,1,51175,3,10_19,f,white,63
2018GQ0018442,5,1,51115,3,10_19,m,white,8
2018GQ0018578,5,1,51105,3,20_29,m,black.aa,52
2018GQ0018652,5,1,51186,3,50_59,m,black.aa,80
2018GQ0018670,5,1,51175,3,10_19,m,black.aa,32
2018GQ0018695,5,1,51040,3,40_49,m,white,83
2018GQ0018703,5,1,51215,3,20_29,m,black.aa,27
2018GQ0018732,5,1,51096,3,20_29,f,black.aa,39
2018GQ0018777,5,1,51164,3,50_59,m,black.aa,9
2018GQ0018841,5,1,51105,3,30_39,m,other,27
2018GQ0018936,5,1,51089,3,40_49,f,white,8
2018GQ0018937,5,1,51040,3,10_19,f,black.aa,111
2018GQ0018940,5,1,51235,3,10_19,f,two.,6
2018GQ0019005,5,1,51125,3,30_39,m,black.aa,61
2018GQ0019029,5,1,51080,3,60_69,m,two.,165
2018GQ0019039,5,1,51175,3,20_29,m,black.aa,105
2018GQ0019085,5,1,51040,3,20_29,m,white,83
2018GQ0019088,5,1,51105,3,40_49,m,black.aa,60
2018GQ0019097,5,1,51154,3,10_19,f,black.aa,5
2018GQ0019116,5,1,51235,3,10_19,m,white,76
2018GQ0019255,5,1,1301,3,10_19,m,black.aa,44
2018GQ0019265,5,1,55002,3,20_29,m,black.aa,72
2018GQ0019312,5,1,51167,3,20_29,f,white,234
2018GQ0019326,5,1,51155,3,30_39,m,black.aa,24
2018GQ0019354,5,1,51090,3,20_29,f,white,84
2018GQ0019389,5,1,51040,3,10_19,m,white,99
2018GQ0019619,5,1,51155,3,20_29,f,black.aa,188
2018GQ0019658,5,1,4101,3,10_19,m,two.,1
2018GQ0019713,5,1,51010,3,60_69,m,white,13
2018GQ0019817,5,1,51125,3,10_19,m,black.aa,8
2018GQ0019881,5,1,51206,3,20_29,f,white,2
2018GQ0019910,5,1,4102,3,80_89,f,white,46
2018GQ0020073,5,1,51206,3,10_19,m,white,15
2018GQ0020126,5,1,51110,3,20_29,m,asian,5
2018GQ0020197,5,1,59303,3,20_29,f,white,72
2018GQ0020455,5,1,51155,3,10_19,f,white,3
2018GQ0020467,5,1,51087,3,80_89,f,white,17
2018GQ0020488,5,1,51255,3,60_69,m,black.aa,77
2018GQ0020493,5,1,51096,3,10_19,f,white,93
2018GQ0020502,5,1,51090,3,10_19,m,white,96
2018GQ0020504,5,1,51040,3,10_19,m,white,5
2018GQ0020523,5,1,59303,3,90_99,f,white,41
2018GQ0020529,5,1,51206,3,10_19,m,asian,9
2018GQ0020533,5,1,51020,3,20_29,m,two.,46
2018GQ0020544,5,1,51164,3,10_19,m,white,215
2018GQ0020570,5,1,51215,3,20_29,m,black.aa,55
2018GQ0020610,5,1,51164,3,80_89,f,white,174
2018GQ0020641,5,1,51105,3,10_19,m,white,34
2018GQ0020659,5,1,51020,3,40_49,m,white,24
2018GQ0020716,5,1,51010,3,20_29,f,white,83
2018GQ0020735,5,1,51206,3,20_29,m,black.aa,34
2018GQ0020740,5,1,51115,3,20_29,f,two.,88
2018GQ0020747,5,1,51097,3,80_89,f,white,188
2018GQ0020766,5,1,51087,3,0_9,m,black.aa,47
2018GQ0020792,5,1,51135,3,30_39,m,black.aa,41
2018GQ0020823,5,1,51040,3,10_19,f,white,58
2018GQ0020842,5,1,51040,3,10_19,f,a.ind..nat.ak,31
2018GQ0020920,5,1,51245,3,20_29,m,white,81
2018GQ0020930,5,1,59303,3,20_29,m,black.aa,13
2018GQ0020937,5,1,51235,3,20_29,m,asian,5
2018GQ0020952,5,1,51167,3,20_29,m,white,249
2018GQ0020957,5,1,51044,3,50_59,f,black.aa,131
2018GQ0020972,5,1,51010,3,10_19,f,black.aa,7
2018GQ0021007,5,1,51096,3,10_19,m,white,2
2018GQ0021035,5,1,51090,3,20_29,f,white,7
2018GQ0021054,5,1,51080,3,10_19,f,white,46
2018GQ0021059,5,1,51040,3,10_19,f,white,89
2018GQ0021083,5,1,51105,3,60_69,m,white,5
2018GQ0021088,5,1,51020,3,50_59,m,white,133
2018GQ0021105,5,1,51154,3,60_69,m,white,88
2018GQ0021185,5,1,51186,3,60_69,m,black.aa,6
2018GQ0021200,5,1,51155,3,60_69,m,black.aa,2
2018GQ0021277,5,1,51110,3,10_19,f,asian,85
2018GQ0021279,5,1,51044,3,10_19,m,black.aa,11
2018GQ0021285,5,1,51164,3,30_39,f,white,71
2018GQ0021318,5,1,51090,3,30_39,m,asian,11
2018GQ0021394,5,1,51255,3,40_49,m,white,129
2018GQ0021404,5,1,4102,3,80_89,m,white,34
2018GQ0021416,5,1,59303,3,40_49,f,white,1
2018GQ0021424,5,1,51040,3,10_19,m,white,41
2018GQ0021455,5,1,51135,3,20_29,m,white,25
2018GQ0021524,5,1,51115,3,10_19,m,white,0
2018GQ0021543,5,1,51215,3,50_59,m,black.aa,155
2018GQ0021560,5,1,51224,3,90_99,f,black.aa,75
2018GQ0021573,5,1,59303,3,10_19,f,white,133
2018GQ0021602,5,1,51154,3,10_19,f,black.aa,104
2018GQ0021638,5,1,51154,3,60_69,m,white,24
2018GQ0021666,5,1,51154,3,20_29,m,black.aa,150
2018GQ0021715,5,1,51235,3,10_19,f,black.aa,119
2018GQ0021723,5,1,51115,3,20_29,m,white,3
2018GQ0021730,5,1,51040,3,10_19,m,white,51
2018GQ0021731,5,1,51120,3,50_59,m,black.aa,18
2018GQ0021743,5,1,59305,3,50_59,m,black.aa,111
2018GQ0021761,5,1,51235,3,10_19,m,black.aa,12
2018GQ0021925,5,1,51105,3,30_39,m,black.aa,79
2018GQ0021932,5,1,51164,3,20_29,m,white,0
2018GQ0021940,5,1,51215,3,20_29,m,white,71
2018GQ0021972,5,1,51125,3,50_59,m,other,20
2018GQ0022001,5,1,51135,3,20_29,m,black.aa,108
2018GQ0022010,5,1,51224,3,10_19,m,black.aa,13
2018GQ0022023,5,1,51087,3,30_39,m,white,76
2018GQ0022024,5,1,51090,3,20_29,f,asian,4
2018GQ0022067,5,1,1301,3,20_29,m,black.aa,85
2018GQ0022079,5,1,51215,3,40_49,m,white,22
2018GQ0022102,5,1,51084,3,80_89,f,white,34
2018GQ0022112,5,1,51125,3,30_39,m,white,128
2018GQ0022177,5,1,51096,3,10_19,f,white,80
2018GQ0022191,5,1,51040,3,10_19,f,white,46
2018GQ0022218,5,1,51080,3,90_99,f,white,64
2018GQ0022227,5,1,51245,3,80_89,m,white,27
2018GQ0022266,5,1,51089,3,50_59,f,a.ind..nat.ak,37
2018GQ0022320,5,1,51175,3,10_19,m,white,347
2018GQ0022358,5,1,51175,3,30_39,m,white,2
2018GQ0022494,5,1,1301,3,10_19,m,white,2
2018GQ0022510,5,1,59305,3,40_49,m,white,2
2018GQ0022604,5,1,51110,3,20_29,f,white,39
2018GQ0022622,5,1,51040,3,10_19,f,white,31
2018GQ0022632,5,1,51040,3,20_29,m,white,6
2018GQ0022641,5,1,51089,3,50_59,f,white,10
2018GQ0022660,5,1,51206,3,10_19,f,white,19
2018GQ0022666,5,1,51087,3,30_39,m,white,75
2018GQ0022687,5,1,51096,3,10_19,f,white,167
2018GQ0022756,5,1,51105,3,10_19,m,black.aa,4
2018GQ0022810,5,1,51010,3,70_79,f,white,93
2018GQ0022840,5,1,51040,3,10_19,f,white,10
2018GQ0022860,5,1,51245,3,10_19,m,white,69
2018GQ0022871,5,1,51045,3,80_89,f,white,23
2018GQ0022892,5,1,1302,3,30_39,m,black.aa,23
2018GQ0022903,5,1,51010,3,90_99,m,white,87
2018GQ0022928,5,1,51235,3,30_39,m,black.aa,57
2018GQ0022994,5,1,51206,3,10_19,f,white,65
2018GQ0023067,5,1,51097,3,90_99,f,white,41
2018GQ0023076,5,1,51010,3,70_79,m,white,19
2018GQ0023118,5,1,51105,3,50_59,m,black.aa,80
2018GQ0023125,5,1,51096,3,20_29,m,white,84
2018GQ0023134,5,1,51040,3,10_19,f,black.aa,6
2018GQ0023175,5,1,51040,3,10_19,f,black.aa,151
2018GQ0023189,5,1,59303,3,10_19,m,white,57
2018GQ0023283,5,1,55002,3,20_29,m,black.aa,20
2018GQ0023322,5,1,51044,3,90_99,f,white,95
2018GQ0023352,5,1,51097,3,50_59,m,black.aa,67
2018GQ0023353,5,1,51235,3,10_19,f,white,77
2018GQ0023362,5,1,51235,3,10_19,m,white,157
2018GQ0023408,5,1,51010,3,20_29,m,black.aa,228
2018GQ0023427,5,1,51154,3,20_29,m,black.aa,47
2018GQ0023482,5,1,51120,3,20_29,m,other,524
2018GQ0023485,5,1,10703,3,10_19,f,black.aa,67
2018GQ0023606,5,1,51155,3,10_19,f,a.ind..nat.ak,4
2018GQ0023681,5,1,10703,3,10_19,f,black.aa,6
2018GQ0023691,5,1,51165,3,20_29,f,white,19
2018GQ0023712,5,1,51154,3,10_19,f,black.aa,5
2018GQ0023739,5,1,51096,3,20_29,f,white,82
2018GQ0023787,5,1,51164,3,20_29,f,white,2
2018GQ0023819,5,1,51154,3,10_19,m,two.,9
2018GQ0023829,5,1,51096,3,50_59,f,black.aa,24
2018GQ0023835,5,1,51215,3,10_19,m,white,15
2018GQ0023853,5,1,51096,3,20_29,m,white,78
2018GQ0023940,5,1,51084,3,20_29,m,white,60
2018GQ0023972,5,1,51105,3,50_59,m,white,54
2018GQ0023987,5,1,59303,3,20_29,f,white,3
2018GQ0024002,5,1,51084,3,10_19,m,white,9
2018GQ0024133,5,1,51110,3,20_29,m,black.aa,47
2018GQ0024174,5,1,51084,3,30_39,m,white,35
2018GQ0024196,5,1,51090,3,20_29,f,asian,7
2018GQ0024230,5,1,4101,3,10_19,m,black.aa,2
2018GQ0024266,5,1,4102,3,90_99,f,white,19
2018GQ0024336,5,1,51135,3,70_79,m,black.aa,16
2018GQ0024347,5,1,51040,3,10_19,f,white,5
2018GQ0024394,5,1,51154,3,20_29,m,white,2
2018GQ0024458,5,1,51110,3,20_29,m,white,66
2018GQ0024536,5,1,51165,3,70_79,m,white,37
2018GQ0024555,5,1,51154,3,20_29,f,two.,79
2018GQ0024586,5,1,51224,3,0_9,m,black.aa,211
2018GQ0024694,5,1,51020,3,40_49,m,white,9
2018GQ0024706,5,1,51175,3,10_19,m,white,187
2018GQ0024741,5,1,51154,3,10_19,f,black.aa,215
2018GQ0024761,5,1,51096,3,10_19,m,white,63
2018GQ0024768,5,1,51154,3,20_29,m,black.aa,5
2018GQ0024788,5,1,51235,3,10_19,m,white,4
2018GQ0024856,5,1,51105,3,50_59,m,black.aa,50
2018GQ0024866,5,1,51090,3,10_19,f,white,4
2018GQ0024876,5,1,51154,3,20_29,f,black.aa,81
2018GQ0024958,5,1,51080,3,10_19,f,white,7
2018GQ0024974,5,1,51097,3,50_59,m,black.aa,125
2018GQ0025009,5,1,51215,3,10_19,f,white,14
2018GQ0025044,5,1,51105,3,40_49,m,black.aa,96
2018GQ0025046,5,1,51087,3,10_19,m,white,117
2018GQ0025062,5,1,51135,3,60_69,m,black.aa,66
2018GQ0025072,5,1,59302,3,70_79,f,white,79
2018GQ0025089,5,1,51045,3,10_19,m,black.aa,12
2018GQ0025126,5,1,51110,3,10_19,f,white,2
2018GQ0025129,5,1,51135,3,50_59,m,white,88
2018GQ0025225,5,1,51044,3,10_19,m,white,94
2018GQ0025302,5,1,51020,3,50_59,m,white,25
2018GQ0025320,5,1,51164,3,20_29,m,white,192
2018GQ0025331,5,1,51097,3,30_39,m,white,6
2018GQ0025374,5,1,51206,3,10_19,f,asian,2
2018GQ0025405,5,1,55002,3,40_49,m,black.aa,127
2018GQ0025475,5,1,1301,3,10_19,f,other,49
2018GQ0025478,5,1,51135,3,50_59,f,white,54
2018GQ0025489,5,1,51135,3,40_49,m,black.aa,108
2018GQ0025494,5,1,51040,3,10_19,m,asian,81
2018GQ0025581,5,1,51164,3,20_29,f,white,2
2018GQ0025587,5,1,4103,3,10_19,f,black.aa,58
2018GQ0025598,5,1,51235,3,40_49,m,black.aa,113
2018GQ0025614,5,1,51010,3,60_69,m,white,4
2018GQ0025616,5,1,51224,3,70_79,f,black.aa,62
2018GQ0025625,5,1,51235,3,10_19,f,black.aa,17
2018GQ0025662,5,1,51010,3,10_19,m,white,2
2018GQ0025679,5,1,51096,3,10_19,f,white,19
2018GQ0025692,5,1,51020,3,40_49,m,white,5
2018GQ0025731,5,1,51164,3,40_49,m,white,12
2018GQ0025823,5,1,51105,3,40_49,m,black.aa,164
2018GQ0025902,5,1,51154,3,10_19,m,white,42
2018GQ0026054,5,1,51154,3,20_29,m,two.,220
2018GQ0026104,5,1,51235,3,10_19,f,white,109
2018GQ0026168,5,1,59303,3,20_29,m,white,218
2018GQ0026176,5,1,51110,3,10_19,f,white,138
2018GQ0026178,5,1,51225,3,10_19,m,black.aa,2
2018GQ0026221,5,1,59303,3,10_19,f,white,6
2018GQ0026222,5,1,51135,3,20_29,m,black.aa,17
2018GQ0026245,5,1,59305,3,40_49,m,white,13
2018GQ0026262,5,1,51235,3,40_49,m,black.aa,170
2018GQ0026278,5,1,51096,3,10_19,f,white,39
2018GQ0026345,5,1,51096,3,20_29,f,white,84
2018GQ0026353,5,1,51206,3,20_29,f,white,13
2018GQ0026386,5,1,51096,3,10_19,m,white,4
2018GQ0026399,5,1,51145,3,50_59,f,black.aa,114
2018GQ0026459,5,1,51135,3,30_39,m,white,116
2018GQ0026469,5,1,51175,3,10_19,f,white,3
2018GQ0026489,5,1,51090,3,10_19,f,white,60
2018GQ0026492,5,1,51110,3,10_19,f,white,4
2018GQ0026498,5,1,51186,3,10_19,f,black.aa,7
2018GQ0026504,5,1,51010,3,10_19,m,white,112
2018GQ0026512,5,1,51085,3,10_19,m,black.aa,13
2018GQ0026527,5,1,51105,3,20_29,m,black.aa,15
2018GQ0026566,5,1,1302,3,20_29,m,white,35
2018GQ0026610,5,1,51105,3,40_49,m,black.aa,5
2018GQ0026679,5,1,51135,3,40_49,m,white,99
2018GQ0026720,5,1,51080,3,10_19,m,white,97
2018GQ0026733,5,1,59303,3,20_29,f,white,7
2018GQ0026738,5,1,51215,3,10_19,f,white,19
2018GQ0026777,5,1,55002,3,30_39,m,white,70
2018GQ0026810,5,1,51097,3,10_19,m,white,12
2018GQ0026850,5,1,51235,3,60_69,f,black.aa,1
2018GQ0026875,5,1,51045,3,50_59,m,black.aa,139
2018GQ0026951,5,1,51045,3,10_19,m,white,25
2018GQ0026956,5,1,51044,3,60_69,f,white,105
2018GQ0026958,5,1,51154,3,20_29,f,white,34
2018GQ0026969,5,1,51096,3,20_29,f,white,66
2018GQ0026972,5,1,51080,3,50_59,m,black.aa,24
2018GQ0026981,5,1,51105,3,10_19,f,white,4
2018GQ0026992,5,1,51110,3,10_19,f,white,4
2018GQ0027021,5,1,51040,3,10_19,f,white,75
2018GQ0027025,5,1,51105,3,40_49,m,white,73
2018GQ0027097,5,1,51087,3,30_39,m,white,7
2018GQ0027236,5,1,51040,3,30_39,m,white,21
2018GQ0027247,5,1,51215,3,70_79,m,black.aa,79
2018GQ0027341,5,1,51040,3,10_19,m,asian,79
2018GQ0027344,5,1,51235,3,10_19,m,white,18
2018GQ0027414,5,1,59303,3,10_19,f,white,39
2018GQ0027427,5,1,51175,3,20_29,m,white,407
2018GQ0027513,5,1,51255,3,30_39,m,white,16
2018GQ0027560,5,1,51010,3,40_49,m,black.aa,18
2018GQ0027578,5,1,51085,3,60_69,m,white,12
2018GQ0027635,5,1,51225,3,50_59,m,black.aa,142
2018GQ0027637,5,1,51167,3,20_29,m,white,227
2018GQ0027645,5,1,51110,3,10_19,m,white,35
2018GQ0027695,5,1,55002,3,40_49,m,black.aa,98
2018GQ0027730,5,1,51097,3,40_49,m,a.ind..nat.ak,16
2018GQ0027791,5,1,51096,3,20_29,f,black.aa,20
2018GQ0027828,5,1,51175,3,70_79,f,black.aa,7
2018GQ0027848,5,1,55002,3,10_19,m,white,111
2018GQ0027862,5,1,51080,3,40_49,m,white,94
2018GQ0027933,5,1,51096,3,80_89,f,white,209
2018GQ0028041,5,1,51235,3,20_29,m,black.aa,144
2018GQ0028063,5,1,51040,3,10_19,m,white,119
2018GQ0028215,5,1,4102,3,90_99,f,white,56
2018GQ0028238,5,1,51175,3,10_19,m,white,187
2018GQ0028271,5,1,51186,3,60_69,m,black.aa,7
2018GQ0028273,5,1,51167,3,20_29,m,white,151
2018GQ0028333,5,1,51090,3,90_99,m,white,2
2018GQ0028383,5,1,51135,3,30_39,f,white,101
2018GQ0028396,5,1,51090,3,20_29,m,white,6
2018GQ0028436,5,1,51154,3,20_29,m,black.aa,8
2018GQ0028476,5,1,51135,3,20_29,m,two.,43
2018GQ0028491,5,1,51010,3,20_29,m,white,29
2018GQ0028520,5,1,51096,3,80_89,m,white,2
2018GQ0028847,5,1,51105,3,20_29,m,white,147
2018GQ0028903,5,1,51154,3,20_29,m,white,256
2018GQ0028915,5,1,51215,3,10_19,m,white,46
2018GQ0028920,5,1,51040,3,10_19,m,white,94
2018GQ0028951,5,1,51010,3,10_19,m,white,96
2018GQ0029006,5,1,51089,3,40_49,f,white,65
2018GQ0029007,5,1,51175,3,30_39,m,black.aa,106
2018GQ0029177,5,1,51164,3,20_29,m,white,207
2018GQ0029186,5,1,51110,3,20_29,f,two.,87
2018GQ0029316,5,1,51125,3,50_59,m,black.aa,90
2018GQ0029418,5,1,51135,3,80_89,m,black.aa,33
2018GQ0029429,5,1,51145,3,40_49,m,white,37
2018GQ0029467,5,1,51154,3,20_29,f,black.aa,81
2018GQ0029503,5,1,55002,3,30_39,m,black.aa,83
2018GQ0029511,5,1,51090,3,10_19,f,black.aa,71
2018GQ0029560,5,1,51040,3,10_19,m,asian,38
2018GQ0029699,5,1,51040,3,20_29,m,asian,7
2018GQ0029779,5,1,51215,3,40_49,m,black.aa,21
2018GQ0029780,5,1,51235,3,40_49,f,black.aa,2
2018GQ0029886,5,1,51010,3,30_39,m,black.aa,150
2018GQ0029887,5,1,51010,3,10_19,f,white,2
2018GQ0030033,5,1,59303,3,30_39,m,white,40
2018GQ0030049,5,1,51235,3,20_29,m,black.aa,4
2018GQ0030081,5,1,4103,3,20_29,f,two.,10
2018GQ0030085,5,1,51040,3,20_29,f,white,167
2018GQ0030093,5,1,51097,3,20_29,m,black.aa,18
2018GQ0030235,5,1,51155,3,80_89,m,white,34
2018GQ0030272,5,1,51097,3,70_79,f,white,0
2018GQ0030354,5,1,51255,3,10_19,m,white,38
2018GQ0030364,5,1,51110,3,10_19,f,white,3
2018GQ0030399,5,1,51215,3,10_19,f,black.aa,39
2018GQ0030446,5,1,51105,3,20_29,f,white,7
2018GQ0030451,5,1,51125,3,40_49,m,black.aa,158
2018GQ0030454,5,1,51155,3,80_89,f,black.aa,31
2018GQ0030462,5,1,51080,3,80_89,f,white,183
2018GQ0030494,5,1,51097,3,40_49,m,black.aa,53
2018GQ0030578,5,1,51110,3,10_19,f,white,89
2018GQ0030597,5,1,51040,3,20_29,f,white,22
2018GQ0030600,5,1,51235,3,70_79,m,white,43
2018GQ0030634,5,1,51175,3,70_79,m,white,8
2018GQ0030653,5,1,51235,3,10_19,f,white,65
2018GQ0030664,5,1,51090,3,10_19,f,white,2
2018GQ0030742,5,1,51154,3,20_29,f,white,200
2018GQ0030763,5,1,51089,3,10_19,m,black.aa,32
2018GQ0030809,5,1,1301,3,70_79,m,white,40
2018GQ0030820,5,1,51154,3,10_19,f,black.aa,47
2018GQ0030867,5,1,51040,3,10_19,m,white,4
2018GQ0030868,5,1,51080,3,30_39,m,white,4
2018GQ0030876,5,1,51164,3,30_39,f,white,142
2018GQ0030899,5,1,59309,3,70_79,f,white,143
2018GQ0030911,5,1,51090,3,10_19,m,white,29
2018GQ0030946,5,1,51044,3,20_29,m,white,48
2018GQ0031027,5,1,51044,3,70_79,f,white,90
2018GQ0031129,5,1,51215,3,40_49,m,white,135
2018GQ0031161,5,1,51090,3,10_19,m,white,319
2018GQ0031215,5,1,51097,3,20_29,m,black.aa,11
2018GQ0031272,5,1,51215,3,40_49,f,white,5
2018GQ0031274,5,1,51215,3,10_19,f,white,211
2018GQ0031284,5,1,51110,3,10_19,f,white,107
2018GQ0031324,5,1,51154,3,50_59,f,black.aa,27
2018GQ0031407,5,1,51096,3,20_29,f,other,30
2018GQ0031410,5,1,51040,3,90_99,f,white,2
2018GQ0031426,5,1,4103,3,20_29,f,black.aa,44
2018GQ0031480,5,1,1301,3,50_59,m,black.aa,34
2018GQ0031570,5,1,51010,3,40_49,m,black.aa,29
2018GQ0031591,5,1,51089,3,60_69,f,white,84
2018GQ0031622,5,1,51154,3,10_19,f,black.aa,2
2018GQ0031634,5,1,51154,3,10_19,m,other,182
2018GQ0031636,5,1,51040,3,10_19,m,two.,7
2018GQ0031641,5,1,55002,3,50_59,m,white,34
2018GQ0031645,5,1,55002,3,50_59,m,black.aa,86
2018GQ0031661,5,1,51175,3,10_19,f,asian,5
2018GQ0031700,5,1,51224,3,10_19,m,black.aa,4
2018GQ0031701,5,1,51080,3,10_19,m,two.,98
2018GQ0031781,5,1,51045,3,10_19,f,white,38
2018GQ0031790,5,1,51084,3,10_19,m,white,16
2018GQ0031794,5,1,51235,3,40_49,f,white,0
2018GQ0031813,5,1,59306,3,70_79,f,white,3
2018GQ0031839,5,1,51215,3,10_19,f,white,10
2018GQ0031887,5,1,51080,3,30_39,m,white,24
2018GQ0031918,5,1,59301,3,60_69,m,black.aa,6
2018GQ0031978,5,1,51186,3,10_19,f,black.aa,38
2018GQ0032030,5,1,10701,3,30_39,f,white,4
2018GQ0032122,5,1,55002,3,40_49,m,black.aa,1
2018GQ0032128,5,1,51154,3,10_19,m,white,85
2018GQ0032135,5,1,51154,3,20_29,f,white,15
2018GQ0032189,5,1,55002,3,20_29,m,black.aa,121
2018GQ0032197,5,1,51110,3,60_69,f,white,23
2018GQ0032261,5,1,51110,3,70_79,f,black.aa,8
2018GQ0032310,5,1,51096,3,20_29,m,white,75
2018GQ0032334,5,1,51110,3,20_29,f,white,4
2018GQ0032353,5,1,59306,3,80_89,m,white,31
2018GQ0032460,5,1,51154,3,10_19,f,black.aa,126
2018GQ0032468,5,1,51044,3,10_19,f,white,76
2018GQ0032477,5,1,51087,3,70_79,m,white,20
2018GQ0032515,5,1,51096,3,20_29,m,white,155
2018GQ0032520,5,1,51235,3,10_19,f,asian,64
2018GQ0032567,5,1,51175,3,10_19,f,white,154
2018GQ0032575,5,1,51154,3,10_19,f,white,60
2018GQ0032598,5,1,10703,3,90_99,f,white,86
2018GQ0032659,5,1,51045,3,60_69,m,white,113
2018GQ0032678,5,1,51135,3,30_39,m,black.aa,69
2018GQ0032762,5,1,51095,3,60_69,f,white,26
2018GQ0032778,5,1,51044,3,10_19,m,white,13
2018GQ0032811,5,1,51154,3,20_29,m,black.aa,77
2018GQ0032830,5,1,51045,3,80_89,f,white,19
2018GQ0032836,5,1,51020,3,80_89,f,white,144
2018GQ0032870,5,1,51095,3,80_89,f,white,209
2018GQ0032871,5,1,51215,3,20_29,m,white,30
2018GQ0032873,5,1,51096,3,20_29,f,white,180
2018GQ0032892,5,1,51110,3,10_19,m,asian,8
2018GQ0032916,5,1,51135,3,20_29,m,black.aa,134
2018GQ0032924,5,1,51080,3,80_89,f,white,33
2018GQ0032939,5,1,51110,3,20_29,f,other,144
2018GQ0032976,5,1,51096,3,10_19,f,white,52
2018GQ0033007,5,1,51167,3,30_39,m,white,7
2018GQ0033116,5,1,51097,3,90_99,m,white,36
2018GQ0033248,5,1,51175,3,70_79,m,white,95
2018GQ0033252,5,1,51115,3,20_29,f,white,9
2018GQ0033274,5,1,59303,3,10_19,m,black.aa,33
2018GQ0033306,5,1,51154,3,20_29,m,two.,86
2018GQ0033308,5,1,55002,3,50_59,m,black.aa,20
2018GQ0033319,5,1,4103,3,20_29,f,black.aa,96
2018GQ0033338,5,1,51186,3,20_29,f,white,293
2018GQ0033390,5,1,51175,3,10_19,f,white,103
2018GQ0033393,5,1,51215,3,10_19,m,white,7
2018GQ0033413,5,1,51110,3,20_29,f,white,11
2018GQ0033445,5,1,51040,3,10_19,m,white,6
2018GQ0033489,5,1,51085,3,20_29,m,two.,76
2018GQ0033512,5,1,51175,3,10_19,f,white,4
2018GQ0033514,5,1,51040,3,20_29,f,white,94
2018GQ0033525,5,1,1301,3,10_19,f,other,176
2018GQ0033543,5,1,51154,3,20_29,m,black.aa,20
2018GQ0033545,5,1,51154,3,10_19,f,black.aa,136
2018GQ0033588,5,1,51215,3,30_39,m,black.aa,65
2018GQ0033647,5,1,51097,3,40_49,m,white,113
2018GQ0033673,5,1,59303,3,10_19,f,white,2
2018GQ0033769,5,1,51096,3,10_19,f,white,135
2018GQ0033790,5,1,1302,3,70_79,m,white,121
2018GQ0033794,5,1,51235,3,10_19,m,asian,99
2018GQ0033798,5,1,51040,3,10_19,m,white,80
2018GQ0033809,5,1,51040,3,20_29,f,white,86
2018GQ0033880,5,1,51090,3,40_49,m,white,165
2018GQ0033909,5,1,51105,3,30_39,m,black.aa,32
2018GQ0033989,5,1,51044,3,90_99,f,white,187
2018GQ0034031,5,1,51040,3,10_19,f,white,86
2018GQ0034081,5,1,51155,3,70_79,m,black.aa,64
2018GQ0034082,5,1,51045,3,10_19,f,white,63
2018GQ0034100,5,1,59305,3,50_59,m,white,11
2018GQ0034146,5,1,51090,3,20_29,f,white,23
2018GQ0034187,5,1,51215,3,40_49,m,black.aa,30
2018GQ0034208,5,1,51115,3,20_29,m,white,144
2018GQ0034284,5,1,51097,3,50_59,m,black.aa,130
2018GQ0034287,5,1,4102,3,80_89,f,white,80
2018GQ0034302,5,1,51105,3,30_39,m,white,8
2018GQ0034357,5,1,51135,3,30_39,m,black.aa,203
2018GQ0034363,5,1,51135,3,20_29,m,black.aa,71
2018GQ0034408,5,1,51105,3,20_29,f,white,8
2018GQ0034473,5,1,51105,3,40_49,m,black.aa,168
2018GQ0034606,5,1,51154,3,20_29,m,white,2
2018GQ0034664,5,1,51095,3,20_29,m,white,0
2018GQ0034671,5,1,51105,3,30_39,m,white,108
2018GQ0034694,5,1,51105,3,30_39,m,black.aa,113
2018GQ0034745,5,1,51154,3,20_29,m,black.aa,26
2018GQ0034751,5,1,51080,3,40_49,m,black.aa,10
2018GQ0034779,5,1,59303,3,20_29,m,white,56
2018GQ0034780,5,1,51080,3,20_29,f,white,14
2018GQ0034792,5,1,59303,3,10_19,f,white,93
2018GQ0034871,5,1,51090,3,20_29,m,black.aa,126
2018GQ0034934,5,1,51045,3,20_29,m,white,54
2018GQ0034941,5,1,51097,3,50_59,m,black.aa,67
2018GQ0035042,5,1,51154,3,20_29,f,black.aa,217
2018GQ0035060,5,1,51120,3,90_99,m,white,193
2018GQ0035081,5,1,51154,3,20_29,m,white,9
2018GQ0035086,5,1,55002,3,20_29,m,white,33
2018GQ0035110,5,1,51215,3,40_49,m,white,140
2018GQ0035114,5,1,51154,3,20_29,m,white,34
2018GQ0035122,5,1,51105,3,50_59,f,white,23
2018GQ0035148,5,1,51155,3,30_39,f,black.aa,31
2018GQ0035154,5,1,51095,3,20_29,f,white,5
2018GQ0035230,5,1,51154,3,20_29,m,white,80
2018GQ0035235,5,1,51154,3,10_19,m,two.,69
2018GQ0035256,5,1,51045,3,40_49,m,white,4
2018GQ0035275,5,1,51115,3,10_19,f,black.aa,8
2018GQ0035282,5,1,51090,3,20_29,f,white,50
