"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27","COL28","COL29","COL30","COL31","COL32","COL33","COL34","COL35","COL36","COL37","COL38","COL39","COL40","COL41","COL42","COL43","COL44","COL45","COL46","COL47","COL48","COL49","COL50","COL51","COL52","COL53","COL54","COL55","COL56","COL57","COL58","COL59","COL60","COL61","COL62","COL63","COL64","COL65","COL66","COL67","COL68","COL69","COL70","COL71","COL72","COL73","COL74","COL75","COL76","COL77","COL78","COL79","COL80","COL81","COL82","COL83","COL84","COL85","COL86","COL87","COL88","COL89","COL90","COL91","COL92","COL93","COL94","COL95","COL96"
"59150038",415.00,80.00,15.00,25.00,40.00,255.00,40.00,30.00,15.00,10.00,20.00,30.00,35.00,25.00,25.00,30.00,80.00,30.00,20.00,15.00,5.00,10.00,5.00,0.00,0.00,0.00,40.50,100.00,19.30,61.40,19.30,2.40,200.00,45.00,5.00,20.00,20.00,120.00,20.00,20.00,5.00,5.00,10.00,10.00,10.00,10.00,15.00,15.00,40.00,20.00,10.00,5.00,0.00,5.00,5.00,0.00,0.00,0.00,39.40,100.00,22.50,60.00,20.00,2.50,215.00,35.00,5.00,10.00,20.00,135.00,20.00,15.00,10.00,10.00,15.00,20.00,20.00,10.00,15.00,15.00,40.00,10.00,10.00,5.00,5.00,5.00,5.00,0.00,0.00,0.00,41.40,100.00,16.30,62.80,18.60,2.30
"59150039",380.00,75.00,15.00,30.00,40.00,235.00,35.00,15.00,5.00,15.00,15.00,15.00,45.00,35.00,30.00,20.00,70.00,20.00,20.00,10.00,10.00,10.00,5.00,5.00,0.00,0.00,42.10,100.00,19.70,61.80,18.40,2.60,190.00,40.00,5.00,15.00,20.00,110.00,20.00,5.00,5.00,10.00,10.00,5.00,15.00,15.00,10.00,10.00,45.00,15.00,5.00,5.00,10.00,5.00,5.00,0.00,0.00,0.00,42.70,100.00,21.10,57.90,23.70,2.60,190.00,40.00,5.00,10.00,20.00,125.00,10.00,10.00,5.00,10.00,5.00,10.00,30.00,20.00,15.00,10.00,25.00,10.00,10.00,5.00,5.00,5.00,5.00,0.00,0.00,0.00,41.50,100.00,21.10,65.80,13.20,2.60
"59150040",405.00,20.00,0.00,5.00,10.00,55.00,10.00,5.00,0.00,0.00,0.00,10.00,10.00,5.00,10.00,10.00,330.00,30.00,75.00,65.00,65.00,95.00,50.00,30.00,10.00,0.00,72.00,100.00,4.90,13.60,81.50,23.50,120.00,10.00,5.00,0.00,10.00,20.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,5.00,90.00,10.00,15.00,20.00,20.00,20.00,15.00,5.00,0.00,0.00,65.30,100.00,8.30,16.70,75.00,16.70,285.00,5.00,0.00,0.00,0.00,35.00,5.00,5.00,0.00,0.00,0.00,5.00,10.00,5.00,5.00,5.00,245.00,15.00,60.00,45.00,50.00,75.00,40.00,25.00,10.00,0.00,74.80,100.00,1.80,12.30,86.00,26.30
"59150041",455.00,85.00,15.00,30.00,40.00,315.00,55.00,20.00,10.00,20.00,25.00,20.00,45.00,50.00,35.00,35.00,55.00,15.00,15.00,10.00,5.00,0.00,0.00,0.00,0.00,0.00,39.10,100.00,18.70,69.20,12.10,0.00,215.00,40.00,5.00,10.00,20.00,150.00,35.00,10.00,5.00,10.00,10.00,5.00,25.00,15.00,15.00,15.00,30.00,10.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,38.90,100.00,18.60,69.80,14.00,0.00,235.00,45.00,10.00,20.00,15.00,165.00,20.00,10.00,5.00,15.00,15.00,15.00,25.00,30.00,15.00,10.00,30.00,5.00,10.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,39.20,100.00,19.10,70.20,12.80,0.00
"59150042",385.00,65.00,10.00,25.00,30.00,230.00,35.00,25.00,5.00,10.00,15.00,25.00,25.00,35.00,30.00,25.00,85.00,30.00,15.00,10.00,10.00,15.00,10.00,0.00,0.00,0.00,43.60,100.00,16.90,59.70,22.10,3.90,170.00,30.00,10.00,10.00,10.00,105.00,15.00,15.00,0.00,0.00,10.00,10.00,5.00,15.00,15.00,10.00,40.00,10.00,5.00,5.00,5.00,0.00,0.00,5.00,0.00,0.00,43.10,100.00,17.60,61.80,23.50,0.00,210.00,35.00,5.00,15.00,20.00,130.00,20.00,10.00,5.00,5.00,15.00,15.00,20.00,20.00,15.00,15.00,45.00,15.00,10.00,5.00,5.00,10.00,5.00,0.00,0.00,0.00,44.00,100.00,16.70,61.90,21.40,4.80
"59150043",535.00,30.00,5.00,15.00,10.00,240.00,20.00,15.00,10.00,10.00,15.00,15.00,25.00,45.00,35.00,50.00,270.00,55.00,60.00,50.00,45.00,65.00,40.00,20.00,0.00,0.00,60.30,100.00,5.60,44.90,50.50,12.10,215.00,15.00,5.00,10.00,5.00,100.00,10.00,5.00,5.00,5.00,5.00,5.00,5.00,20.00,10.00,20.00,100.00,25.00,30.00,15.00,20.00,15.00,10.00,5.00,5.00,0.00,56.50,100.00,7.00,46.50,46.50,7.00,320.00,10.00,0.00,0.00,5.00,140.00,10.00,5.00,0.00,5.00,10.00,10.00,20.00,25.00,20.00,25.00,170.00,35.00,30.00,35.00,20.00,50.00,35.00,10.00,0.00,0.00,62.80,100.00,3.10,43.80,53.10,15.60
"59150044",490.00,45.00,10.00,10.00,30.00,315.00,35.00,15.00,20.00,20.00,25.00,35.00,50.00,35.00,40.00,35.00,130.00,35.00,40.00,25.00,10.00,20.00,10.00,0.00,5.00,0.00,47.80,100.00,9.20,64.30,26.50,4.10,240.00,30.00,0.00,10.00,20.00,155.00,25.00,5.00,10.00,10.00,15.00,15.00,30.00,15.00,15.00,15.00,55.00,15.00,15.00,15.00,0.00,10.00,5.00,0.00,0.00,0.00,45.00,100.00,12.50,64.60,22.90,4.20,250.00,15.00,5.00,5.00,10.00,160.00,10.00,5.00,10.00,10.00,15.00,25.00,20.00,20.00,20.00,20.00,75.00,20.00,25.00,10.00,5.00,15.00,10.00,0.00,0.00,0.00,50.50,100.00,6.00,64.00,30.00,6.00
"59150045",605.00,30.00,10.00,10.00,15.00,290.00,25.00,20.00,25.00,20.00,20.00,30.00,25.00,40.00,35.00,45.00,285.00,50.00,60.00,75.00,45.00,55.00,40.00,15.00,0.00,5.00,58.20,100.00,5.00,47.90,47.10,9.10,245.00,15.00,5.00,5.00,5.00,115.00,10.00,5.00,10.00,5.00,5.00,15.00,10.00,15.00,5.00,25.00,115.00,20.00,25.00,30.00,25.00,20.00,10.00,5.00,0.00,5.00,57.20,100.00,6.10,46.90,46.90,8.20,360.00,10.00,5.00,0.00,5.00,175.00,10.00,10.00,15.00,15.00,15.00,15.00,15.00,20.00,30.00,20.00,170.00,30.00,35.00,50.00,20.00,40.00,30.00,10.00,5.00,0.00,58.80,100.00,2.80,48.60,47.20,11.10
"59150046",460.00,45.00,10.00,15.00,20.00,225.00,20.00,20.00,15.00,10.00,25.00,25.00,35.00,30.00,20.00,20.00,195.00,35.00,40.00,40.00,35.00,40.00,20.00,20.00,0.00,5.00,54.20,100.00,9.80,48.90,42.40,8.70,205.00,30.00,5.00,5.00,10.00,100.00,10.00,15.00,5.00,5.00,10.00,10.00,15.00,15.00,5.00,10.00,75.00,15.00,10.00,15.00,15.00,15.00,10.00,5.00,0.00,0.00,50.70,100.00,14.60,48.80,36.60,7.30,255.00,15.00,5.00,5.00,5.00,125.00,5.00,10.00,10.00,5.00,20.00,15.00,20.00,15.00,15.00,10.00,115.00,20.00,25.00,25.00,20.00,30.00,15.00,15.00,0.00,0.00,57.10,100.00,5.90,49.00,45.10,11.80
"59150047",425.00,25.00,10.00,10.00,5.00,215.00,20.00,20.00,10.00,10.00,10.00,15.00,20.00,30.00,40.00,35.00,185.00,45.00,35.00,45.00,30.00,35.00,25.00,5.00,0.00,0.00,57.30,100.00,5.90,50.60,43.50,8.20,165.00,10.00,0.00,0.00,5.00,95.00,10.00,10.00,10.00,5.00,5.00,5.00,10.00,15.00,20.00,15.00,60.00,20.00,10.00,20.00,5.00,10.00,5.00,0.00,0.00,0.00,52.10,100.00,6.10,57.60,36.40,6.10,255.00,15.00,0.00,5.00,5.00,115.00,5.00,10.00,5.00,5.00,5.00,10.00,15.00,15.00,30.00,20.00,130.00,20.00,25.00,25.00,25.00,25.00,25.00,5.00,0.00,0.00,60.70,100.00,5.90,45.10,51.00,9.80
"59150048",425.00,80.00,20.00,30.00,35.00,280.00,25.00,40.00,15.00,10.00,25.00,25.00,35.00,35.00,45.00,25.00,65.00,20.00,15.00,15.00,10.00,10.00,10.00,5.00,0.00,0.00,40.90,100.00,18.80,65.90,15.30,2.40,210.00,45.00,10.00,20.00,15.00,130.00,10.00,20.00,5.00,0.00,10.00,10.00,15.00,20.00,20.00,15.00,40.00,15.00,5.00,5.00,5.00,5.00,5.00,0.00,0.00,0.00,40.60,100.00,21.40,61.90,19.00,2.40,220.00,40.00,10.00,10.00,20.00,155.00,15.00,20.00,5.00,5.00,15.00,15.00,25.00,20.00,20.00,15.00,30.00,5.00,10.00,5.00,0.00,10.00,5.00,0.00,0.00,0.00,41.20,100.00,18.20,70.50,13.60,4.50
"59150049",505.00,90.00,20.00,20.00,55.00,340.00,55.00,20.00,25.00,15.00,15.00,35.00,50.00,55.00,35.00,35.00,75.00,35.00,30.00,5.00,5.00,5.00,5.00,0.00,0.00,0.00,40.30,100.00,17.80,67.30,14.90,1.00,230.00,45.00,10.00,10.00,30.00,145.00,25.00,5.00,10.00,10.00,5.00,10.00,20.00,25.00,10.00,15.00,45.00,15.00,20.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,40.40,100.00,19.60,63.00,19.60,2.20,270.00,45.00,10.00,10.00,25.00,195.00,25.00,20.00,15.00,5.00,10.00,25.00,25.00,25.00,25.00,15.00,35.00,20.00,10.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,40.30,100.00,16.70,72.20,13.00,0.00
"59150050",495.00,95.00,20.00,25.00,50.00,315.00,50.00,20.00,10.00,15.00,25.00,30.00,60.00,40.00,30.00,25.00,85.00,30.00,15.00,15.00,15.00,10.00,5.00,5.00,0.00,0.00,40.80,100.00,19.20,63.60,17.20,2.00,235.00,55.00,10.00,20.00,25.00,145.00,25.00,15.00,5.00,5.00,10.00,10.00,25.00,20.00,15.00,5.00,40.00,10.00,10.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,38.80,100.00,23.40,61.70,17.00,2.10,255.00,45.00,10.00,5.00,25.00,170.00,20.00,15.00,5.00,10.00,15.00,15.00,35.00,20.00,15.00,20.00,45.00,20.00,5.00,10.00,10.00,5.00,0.00,5.00,0.00,0.00,42.60,100.00,17.60,66.70,17.60,2.00
"59150051",465.00,75.00,20.00,25.00,30.00,300.00,40.00,35.00,15.00,15.00,15.00,35.00,35.00,35.00,35.00,45.00,95.00,35.00,20.00,15.00,10.00,10.00,5.00,0.00,5.00,0.00,43.00,100.00,16.10,64.50,20.40,2.20,215.00,45.00,10.00,15.00,20.00,130.00,15.00,15.00,10.00,5.00,5.00,10.00,15.00,15.00,20.00,25.00,40.00,15.00,15.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,42.50,100.00,20.90,60.50,18.60,0.00,255.00,35.00,10.00,15.00,10.00,165.00,25.00,20.00,5.00,10.00,10.00,25.00,20.00,15.00,20.00,20.00,50.00,25.00,5.00,10.00,5.00,10.00,5.00,0.00,0.00,0.00,43.40,100.00,13.70,64.70,19.60,3.90
"59150052",590.00,50.00,15.00,10.00,25.00,260.00,35.00,25.00,10.00,15.00,15.00,20.00,40.00,40.00,25.00,35.00,280.00,25.00,20.00,25.00,60.00,150.00,65.00,60.00,20.00,10.00,59.20,100.00,8.50,44.10,47.50,25.40,245.00,20.00,10.00,0.00,10.00,125.00,15.00,15.00,10.00,0.00,10.00,10.00,15.00,20.00,15.00,20.00,95.00,10.00,10.00,15.00,20.00,35.00,20.00,10.00,0.00,5.00,54.80,100.00,8.20,51.00,38.80,14.30,350.00,30.00,5.00,5.00,15.00,140.00,25.00,10.00,5.00,10.00,5.00,10.00,20.00,20.00,15.00,15.00,185.00,15.00,15.00,15.00,40.00,110.00,40.00,45.00,15.00,5.00,62.20,100.00,8.60,40.00,52.90,31.40
"59150053",575.00,85.00,20.00,30.00,40.00,380.00,35.00,40.00,30.00,20.00,15.00,30.00,50.00,60.00,40.00,65.00,105.00,25.00,30.00,20.00,20.00,15.00,10.00,0.00,0.00,0.00,44.00,100.00,14.80,66.10,18.30,2.60,270.00,45.00,10.00,20.00,15.00,165.00,15.00,20.00,10.00,10.00,5.00,10.00,20.00,30.00,15.00,35.00,55.00,5.00,20.00,10.00,15.00,5.00,5.00,0.00,0.00,0.00,44.60,100.00,16.70,61.10,20.40,1.90,305.00,40.00,10.00,10.00,20.00,210.00,25.00,25.00,20.00,5.00,15.00,20.00,25.00,25.00,30.00,25.00,55.00,20.00,10.00,10.00,5.00,10.00,0.00,0.00,5.00,0.00,43.50,100.00,13.10,68.90,18.00,3.30
"59150054",555.00,80.00,15.00,25.00,40.00,345.00,30.00,25.00,30.00,20.00,15.00,35.00,40.00,50.00,55.00,40.00,130.00,30.00,40.00,30.00,20.00,5.00,0.00,0.00,0.00,0.00,46.00,100.00,14.40,62.20,23.40,0.90,255.00,45.00,5.00,15.00,20.00,145.00,15.00,15.00,15.00,5.00,5.00,15.00,15.00,20.00,20.00,15.00,70.00,20.00,20.00,15.00,15.00,5.00,0.00,0.00,5.00,0.00,45.50,100.00,17.60,56.90,27.50,2.00,295.00,35.00,10.00,5.00,20.00,200.00,20.00,15.00,15.00,15.00,10.00,20.00,25.00,30.00,35.00,25.00,65.00,10.00,25.00,15.00,10.00,0.00,0.00,0.00,0.00,0.00,46.40,100.00,11.90,67.80,22.00,0.00
"59150055",550.00,65.00,10.00,20.00,35.00,345.00,40.00,35.00,15.00,15.00,10.00,30.00,30.00,65.00,60.00,45.00,140.00,35.00,50.00,20.00,20.00,20.00,10.00,0.00,5.00,0.00,48.00,100.00,11.80,62.70,25.50,3.60,260.00,40.00,10.00,10.00,20.00,160.00,20.00,15.00,5.00,5.00,5.00,10.00,15.00,30.00,30.00,25.00,65.00,10.00,30.00,10.00,10.00,10.00,5.00,5.00,0.00,0.00,47.70,100.00,15.40,61.50,25.00,3.80,285.00,25.00,5.00,10.00,15.00,185.00,15.00,20.00,10.00,10.00,10.00,15.00,15.00,30.00,30.00,15.00,80.00,25.00,20.00,10.00,10.00,10.00,10.00,0.00,5.00,0.00,48.20,100.00,8.80,64.90,28.10,3.50
"59150056",535.00,50.00,10.00,20.00,20.00,295.00,25.00,15.00,10.00,15.00,35.00,30.00,45.00,45.00,45.00,35.00,185.00,40.00,40.00,35.00,35.00,35.00,20.00,15.00,0.00,0.00,52.50,100.00,9.30,55.10,34.60,6.50,240.00,25.00,5.00,15.00,5.00,135.00,15.00,15.00,0.00,5.00,20.00,10.00,20.00,20.00,20.00,15.00,80.00,25.00,15.00,15.00,10.00,15.00,10.00,5.00,0.00,0.00,50.10,100.00,10.40,56.30,33.30,6.30,290.00,20.00,10.00,10.00,10.00,165.00,10.00,5.00,5.00,15.00,20.00,15.00,25.00,20.00,25.00,20.00,105.00,20.00,20.00,20.00,25.00,20.00,5.00,10.00,0.00,0.00,54.50,100.00,6.90,56.90,36.20,6.90
"59150059",1180.00,90.00,15.00,35.00,40.00,530.00,60.00,55.00,45.00,35.00,30.00,35.00,55.00,70.00,70.00,75.00,560.00,80.00,60.00,95.00,105.00,220.00,110.00,80.00,30.00,0.00,58.20,100.00,7.60,44.90,47.50,18.60,475.00,40.00,10.00,15.00,20.00,230.00,30.00,30.00,20.00,15.00,5.00,15.00,25.00,25.00,30.00,35.00,200.00,35.00,20.00,45.00,35.00,70.00,35.00,30.00,10.00,0.00,54.80,100.00,8.40,48.40,42.10,14.70,710.00,45.00,5.00,20.00,20.00,300.00,25.00,25.00,25.00,20.00,25.00,25.00,30.00,45.00,45.00,45.00,360.00,50.00,45.00,50.00,65.00,150.00,75.00,50.00,20.00,0.00,60.40,100.00,6.30,42.30,50.70,21.10
"59150062",1045.00,90.00,30.00,30.00,30.00,680.00,35.00,50.00,55.00,70.00,70.00,75.00,85.00,75.00,85.00,90.00,275.00,70.00,50.00,70.00,35.00,55.00,25.00,20.00,10.00,0.00,49.00,100.00,8.60,65.10,26.30,5.30,485.00,55.00,15.00,15.00,20.00,305.00,10.00,25.00,30.00,30.00,30.00,30.00,35.00,40.00,35.00,40.00,120.00,35.00,20.00,30.00,15.00,15.00,10.00,5.00,0.00,0.00,47.50,100.00,11.30,62.90,24.70,3.10,560.00,35.00,15.00,10.00,10.00,375.00,20.00,30.00,25.00,40.00,40.00,45.00,45.00,40.00,50.00,45.00,155.00,35.00,25.00,40.00,25.00,35.00,15.00,10.00,5.00,0.00,50.40,100.00,6.30,67.00,27.70,6.30
"59150064",435.00,60.00,15.00,20.00,30.00,295.00,10.00,25.00,40.00,30.00,20.00,15.00,35.00,35.00,45.00,35.00,80.00,30.00,15.00,15.00,10.00,10.00,5.00,0.00,0.00,0.00,43.50,100.00,13.80,67.80,18.40,2.30,210.00,30.00,10.00,10.00,15.00,140.00,5.00,10.00,25.00,15.00,5.00,5.00,15.00,15.00,25.00,15.00,35.00,20.00,5.00,5.00,5.00,0.00,5.00,0.00,0.00,0.00,42.40,100.00,14.30,66.70,16.70,0.00,225.00,30.00,10.00,5.00,15.00,155.00,5.00,10.00,15.00,15.00,10.00,10.00,20.00,20.00,20.00,25.00,40.00,10.00,5.00,10.00,5.00,10.00,5.00,5.00,5.00,0.00,44.50,100.00,13.30,68.90,17.80,4.40
"59150067",390.00,65.00,20.00,25.00,20.00,270.00,25.00,20.00,10.00,20.00,25.00,35.00,30.00,35.00,50.00,20.00,55.00,25.00,10.00,15.00,5.00,5.00,5.00,0.00,0.00,0.00,41.50,100.00,16.70,69.20,14.10,1.30,180.00,35.00,15.00,15.00,10.00,120.00,15.00,15.00,5.00,10.00,15.00,15.00,10.00,15.00,15.00,5.00,15.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,35.70,100.00,19.40,66.70,8.30,0.00,210.00,25.00,5.00,10.00,5.00,150.00,10.00,10.00,5.00,15.00,10.00,15.00,20.00,20.00,35.00,15.00,35.00,10.00,10.00,10.00,0.00,5.00,0.00,0.00,0.00,0.00,46.40,100.00,11.90,71.40,16.70,2.40
"59150068",425.00,65.00,25.00,20.00,25.00,305.00,20.00,20.00,40.00,25.00,30.00,35.00,45.00,40.00,30.00,30.00,50.00,25.00,10.00,10.00,5.00,0.00,5.00,0.00,0.00,0.00,39.80,100.00,15.30,71.80,11.80,0.00,220.00,35.00,15.00,10.00,10.00,155.00,15.00,15.00,20.00,10.00,15.00,20.00,20.00,15.00,15.00,15.00,30.00,15.00,5.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,39.90,100.00,15.90,70.50,13.60,2.30,205.00,30.00,10.00,10.00,10.00,150.00,5.00,10.00,20.00,15.00,15.00,15.00,25.00,20.00,15.00,15.00,20.00,10.00,5.00,5.00,0.00,0.00,5.00,0.00,0.00,0.00,39.80,100.00,14.60,73.20,9.80,0.00
"59150069",575.00,80.00,25.00,40.00,15.00,385.00,30.00,25.00,35.00,55.00,35.00,45.00,55.00,25.00,35.00,45.00,115.00,40.00,25.00,25.00,20.00,10.00,15.00,5.00,0.00,0.00,43.30,100.00,13.90,67.00,20.00,1.70,265.00,40.00,10.00,20.00,10.00,180.00,10.00,15.00,15.00,25.00,20.00,20.00,25.00,15.00,15.00,25.00,45.00,15.00,10.00,10.00,10.00,5.00,5.00,0.00,0.00,0.00,41.70,100.00,15.10,67.90,17.00,1.90,310.00,40.00,10.00,20.00,5.00,200.00,15.00,10.00,15.00,25.00,15.00,30.00,30.00,10.00,25.00,25.00,70.00,25.00,15.00,15.00,10.00,5.00,5.00,0.00,0.00,0.00,44.70,100.00,12.90,64.50,22.60,1.60
"59150070",435.00,75.00,20.00,25.00,30.00,290.00,30.00,25.00,20.00,15.00,20.00,35.00,35.00,45.00,30.00,35.00,70.00,20.00,20.00,15.00,10.00,10.00,0.00,0.00,5.00,0.00,41.90,100.00,17.20,66.70,16.10,2.30,225.00,45.00,10.00,15.00,20.00,145.00,20.00,5.00,10.00,0.00,10.00,25.00,10.00,25.00,15.00,15.00,35.00,5.00,10.00,10.00,5.00,0.00,5.00,0.00,0.00,0.00,40.70,100.00,20.00,64.40,15.60,0.00,210.00,30.00,10.00,10.00,10.00,145.00,10.00,15.00,10.00,5.00,10.00,15.00,20.00,20.00,15.00,20.00,35.00,15.00,10.00,5.00,5.00,0.00,0.00,5.00,5.00,0.00,43.30,100.00,14.30,69.00,16.70,0.00
"59150071",470.00,65.00,15.00,25.00,20.00,295.00,25.00,20.00,15.00,20.00,25.00,30.00,20.00,40.00,50.00,45.00,110.00,45.00,30.00,15.00,15.00,5.00,10.00,0.00,0.00,0.00,46.40,100.00,13.80,62.80,23.40,1.10,230.00,35.00,5.00,15.00,20.00,140.00,15.00,10.00,5.00,10.00,15.00,15.00,10.00,15.00,20.00,30.00,55.00,25.00,10.00,10.00,10.00,5.00,0.00,0.00,0.00,0.00,45.50,100.00,15.20,60.90,23.90,2.20,240.00,25.00,15.00,10.00,5.00,160.00,10.00,10.00,10.00,10.00,10.00,20.00,15.00,25.00,25.00,25.00,55.00,20.00,15.00,5.00,5.00,5.00,5.00,0.00,0.00,0.00,47.20,100.00,10.40,66.70,22.90,2.10
"59150072",1025.00,175.00,50.00,60.00,60.00,705.00,60.00,40.00,90.00,100.00,90.00,70.00,75.00,65.00,65.00,50.00,150.00,55.00,35.00,20.00,20.00,20.00,10.00,10.00,0.00,0.00,39.50,100.00,17.10,68.80,14.60,2.00,495.00,85.00,25.00,30.00,35.00,345.00,35.00,20.00,40.00,50.00,50.00,30.00,30.00,30.00,30.00,25.00,65.00,25.00,20.00,5.00,5.00,5.00,5.00,0.00,0.00,0.00,38.40,100.00,17.20,69.70,13.10,1.00,530.00,90.00,30.00,30.00,30.00,360.00,25.00,15.00,50.00,45.00,40.00,40.00,40.00,35.00,40.00,25.00,85.00,30.00,15.00,10.00,15.00,15.00,10.00,10.00,5.00,0.00,40.60,100.00,17.00,67.90,16.00,2.80
"59150073",1005.00,195.00,65.00,65.00,65.00,720.00,50.00,50.00,55.00,80.00,65.00,105.00,85.00,80.00,85.00,60.00,100.00,35.00,20.00,10.00,15.00,10.00,5.00,5.00,0.00,0.00,38.40,100.00,19.40,71.60,10.00,1.00,500.00,105.00,40.00,35.00,35.00,350.00,25.00,25.00,25.00,40.00,30.00,55.00,40.00,40.00,30.00,30.00,45.00,15.00,15.00,5.00,5.00,5.00,5.00,0.00,0.00,0.00,37.00,100.00,21.00,70.00,9.00,1.00,505.00,85.00,25.00,25.00,35.00,370.00,20.00,25.00,30.00,45.00,35.00,50.00,45.00,40.00,55.00,25.00,50.00,25.00,15.00,5.00,5.00,5.00,5.00,5.00,0.00,0.00,39.80,100.00,16.80,73.30,9.90,1.00
"59150074",745.00,160.00,50.00,65.00,50.00,540.00,70.00,65.00,30.00,35.00,55.00,50.00,60.00,75.00,75.00,30.00,50.00,25.00,10.00,5.00,5.00,0.00,5.00,0.00,0.00,0.00,35.40,100.00,21.50,72.50,6.70,0.00,335.00,75.00,20.00,30.00,25.00,235.00,30.00,40.00,15.00,15.00,25.00,20.00,25.00,25.00,25.00,15.00,20.00,10.00,10.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,33.10,100.00,22.40,70.10,6.00,0.00,410.00,80.00,30.00,30.00,20.00,300.00,40.00,20.00,15.00,20.00,30.00,30.00,40.00,45.00,45.00,15.00,30.00,15.00,0.00,5.00,5.00,0.00,5.00,0.00,0.00,0.00,37.20,100.00,19.50,73.20,7.30,0.00
"59150075",405.00,65.00,20.00,30.00,15.00,255.00,30.00,15.00,20.00,15.00,20.00,40.00,35.00,30.00,25.00,35.00,90.00,40.00,15.00,15.00,15.00,0.00,0.00,5.00,0.00,0.00,43.30,100.00,16.00,63.00,22.20,0.00,205.00,30.00,10.00,20.00,10.00,130.00,15.00,10.00,10.00,10.00,15.00,15.00,15.00,10.00,10.00,15.00,40.00,20.00,10.00,10.00,5.00,0.00,0.00,0.00,0.00,0.00,42.10,100.00,14.60,63.40,19.50,0.00,205.00,30.00,10.00,15.00,5.00,125.00,10.00,10.00,10.00,10.00,10.00,15.00,20.00,15.00,15.00,15.00,45.00,25.00,5.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,44.40,100.00,14.60,61.00,22.00,2.40
"59150076",525.00,95.00,30.00,35.00,25.00,355.00,30.00,25.00,30.00,25.00,35.00,45.00,40.00,45.00,40.00,40.00,75.00,30.00,15.00,15.00,10.00,10.00,5.00,5.00,0.00,0.00,40.60,100.00,18.10,67.60,14.30,1.90,255.00,55.00,20.00,20.00,15.00,165.00,20.00,20.00,10.00,10.00,10.00,20.00,20.00,15.00,20.00,20.00,35.00,15.00,5.00,10.00,0.00,5.00,5.00,0.00,0.00,0.00,39.60,100.00,21.60,64.70,13.70,2.00,270.00,45.00,15.00,20.00,10.00,185.00,10.00,5.00,20.00,10.00,25.00,25.00,20.00,25.00,20.00,25.00,40.00,15.00,10.00,5.00,5.00,0.00,0.00,5.00,0.00,0.00,41.70,100.00,16.70,68.50,14.80,0.00
"59150077",410.00,75.00,30.00,20.00,25.00,265.00,25.00,20.00,20.00,20.00,30.00,35.00,20.00,40.00,40.00,15.00,65.00,20.00,15.00,10.00,10.00,10.00,10.00,5.00,0.00,0.00,40.70,100.00,18.30,64.60,15.90,2.40,195.00,35.00,15.00,10.00,15.00,130.00,10.00,10.00,10.00,15.00,15.00,10.00,5.00,15.00,25.00,5.00,30.00,10.00,5.00,5.00,0.00,5.00,5.00,0.00,0.00,0.00,39.40,100.00,17.90,66.70,15.40,2.60,210.00,35.00,20.00,5.00,10.00,140.00,10.00,10.00,10.00,10.00,15.00,25.00,10.00,20.00,15.00,10.00,35.00,10.00,10.00,5.00,5.00,5.00,5.00,0.00,0.00,0.00,41.90,100.00,16.70,66.70,16.70,2.40
"59150078",645.00,135.00,45.00,50.00,45.00,440.00,30.00,50.00,25.00,40.00,30.00,75.00,75.00,45.00,45.00,35.00,65.00,20.00,15.00,10.00,5.00,10.00,5.00,0.00,0.00,0.00,37.50,100.00,20.90,68.20,10.10,1.60,310.00,65.00,25.00,15.00,25.00,215.00,15.00,25.00,15.00,15.00,15.00,20.00,40.00,20.00,25.00,20.00,25.00,10.00,5.00,0.00,5.00,5.00,5.00,0.00,0.00,0.00,37.60,100.00,21.00,69.40,8.10,1.60,330.00,70.00,20.00,35.00,20.00,225.00,10.00,20.00,15.00,20.00,15.00,45.00,40.00,20.00,20.00,10.00,35.00,10.00,10.00,5.00,5.00,10.00,5.00,5.00,0.00,0.00,37.50,100.00,21.20,68.20,10.60,3.00
