"COL0","COL1","COL2","COL3"
"59153886",125.00,55.00,70.00
"59153887",100.00,60.00,40.00
"59153888",165.00,60.00,100.00
"59153889",40.00,20.00,20.00
"59153890",30.00,10.00,20.00
"59153891",50.00,10.00,40.00
"59153892",35.00,10.00,25.00
"59153893",110.00,70.00,35.00
"59153894",55.00,25.00,30.00
"59153895",55.00,25.00,30.00
"59153896",155.00,90.00,65.00
"59153897",125.00,70.00,60.00
"59153898",110.00,55.00,50.00
"59153899",95.00,50.00,50.00
"59153900",250.00,115.00,140.00
"59153901",140.00,65.00,75.00
"59153902",125.00,60.00,65.00
"59153903",75.00,45.00,30.00
"59153904",200.00,95.00,105.00
"59153905",40.00,15.00,25.00
"59153906",50.00,20.00,25.00
"59153907",30.00,5.00,20.00
"59153908",15.00,0.00,15.00
"59153909",50.00,15.00,35.00
"59153910",25.00,5.00,20.00
"59153911",125.00,65.00,70.00
"59153912",110.00,65.00,50.00
"59153913",105.00,60.00,50.00
"59153914",15.00,5.00,5.00
"59153915",130.00,55.00,75.00
"59153916",205.00,65.00,140.00
"59153917",115.00,65.00,50.00
"59153918",75.00,40.00,35.00
"59153919",95.00,40.00,55.00
"59153920",130.00,50.00,75.00
"59153921",130.00,55.00,80.00
"59153922",80.00,35.00,45.00
"59153923",95.00,50.00,45.00
"59153924",135.00,65.00,65.00
"59153925",105.00,45.00,60.00
"59153926",185.00,75.00,115.00
"59153927",80.00,20.00,60.00
"59153928",225.00,90.00,135.00
"59153929",85.00,40.00,40.00
"59153930",45.00,15.00,35.00
"59153931",110.00,35.00,70.00
"59153932",35.00,15.00,20.00
"59153935",25.00,5.00,20.00
"59153936",50.00,15.00,30.00
"59153937",45.00,20.00,20.00
"59153939",160.00,60.00,100.00
"59153940",55.00,20.00,35.00
"59153941",40.00,15.00,30.00
"59153942",185.00,50.00,135.00
"59153943",75.00,30.00,40.00
"59153944",40.00,25.00,15.00
"59153945",200.00,105.00,95.00
"59153946",90.00,30.00,60.00
"59153948",580.00,260.00,320.00
"59153949",570.00,255.00,315.00
"59153950",60.00,20.00,35.00
"59153952",30.00,15.00,15.00
"59153953",95.00,40.00,50.00
"59153955",255.00,140.00,110.00
"59153956",560.00,310.00,250.00
"59153957",30.00,20.00,10.00
"59153958",65.00,40.00,25.00
"59153960",855.00,390.00,465.00
"59153961",195.00,90.00,105.00
"59153962",190.00,90.00,100.00
"59153963",100.00,40.00,60.00
"59153965",130.00,30.00,100.00
"59153966",45.00,25.00,15.00
"59153967",70.00,30.00,35.00
"59153968",225.00,120.00,105.00
"59153969",295.00,95.00,200.00
"59153970",380.00,150.00,225.00
"59153971",285.00,120.00,165.00
"59153972",110.00,45.00,65.00
"59153973",85.00,30.00,55.00
"59153974",70.00,25.00,50.00
"59153975",55.00,15.00,45.00
"59153976",200.00,75.00,125.00
"59153977",50.00,20.00,30.00
"59153978",55.00,20.00,30.00
"59153979",65.00,25.00,45.00
"59153980",215.00,95.00,115.00
"59153981",365.00,165.00,200.00
"59153982",100.00,50.00,50.00
"59153983",105.00,60.00,45.00
"59153984",230.00,95.00,140.00
"59153985",25.00,10.00,15.00
"59153986",390.00,180.00,215.00
"59153987",230.00,95.00,135.00
"59153988",310.00,100.00,205.00
"59153989",160.00,50.00,105.00
"59153990",235.00,80.00,160.00
"59153991",325.00,130.00,195.00
"59153992",305.00,100.00,210.00
"59153993",80.00,30.00,45.00
"59153994",220.00,110.00,110.00
"59153995",35.00,15.00,20.00
"59153996",165.00,85.00,75.00
"59153997",170.00,80.00,85.00
"59153998",65.00,25.00,40.00
"59153999",175.00,85.00,95.00
"59154000",580.00,290.00,290.00
"59154001",2030.00,1160.00,865.00
"59154002",235.00,120.00,115.00
"59154004",520.00,185.00,335.00
"59154005",35.00,15.00,15.00
"59154006",75.00,40.00,40.00
"59154007",55.00,15.00,40.00
"59154008",20.00,5.00,20.00
"59154009",25.00,10.00,20.00
"59154010",75.00,20.00,60.00
"59154011",20.00,5.00,15.00
"59154012",90.00,35.00,55.00
"59154013",75.00,50.00,30.00
"59154014",315.00,195.00,120.00
"59154015",200.00,90.00,110.00
"59154016",55.00,30.00,30.00
"59154017",70.00,25.00,45.00
"59154018",170.00,85.00,80.00
"59154019",220.00,100.00,120.00
"59154020",635.00,330.00,310.00
"59154021",655.00,370.00,285.00
"59154022",65.00,20.00,45.00
"59154023",15.00,10.00,10.00
"59154024",285.00,115.00,175.00
"59154025",115.00,55.00,60.00
"59154026",0.00,0.00,0.00
"59154027",635.00,325.00,310.00
"59154029",65.00,35.00,30.00
"59154030",110.00,60.00,55.00
"59154031",385.00,190.00,195.00
"59154032",665.00,330.00,335.00
"59154033",580.00,255.00,325.00
"59154034",280.00,105.00,170.00
"59154035",75.00,30.00,45.00
"59154036",200.00,75.00,130.00
"59154038",90.00,45.00,45.00
"59154039",60.00,25.00,35.00
"59154041",95.00,30.00,60.00
"59154042",30.00,15.00,15.00
"59154044",50.00,25.00,25.00
"59154045",55.00,25.00,25.00
"59154046",85.00,45.00,40.00
"59154048",60.00,30.00,30.00
"59154049",85.00,30.00,50.00
"59154050",50.00,25.00,25.00
"59154052",135.00,45.00,95.00
"59154053",115.00,35.00,75.00
"59154054",135.00,40.00,95.00
"59154055",110.00,40.00,75.00
"59154056",15.00,5.00,10.00
